ID,Severity,Start_Lat,Start_Lng,State,Zipcode,Timezone,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-1846726,2,35.814839,-78.605793,NC,27604,US/Eastern,49.0,10.0,6.0,0.0,Fair
A-2112238,3,40.7105,-73.98465999999998,NY,10002,US/Eastern,44.0,10.0,6.0,0.0,Mostly Cloudy
A-1120444,2,36.096385,-119.033818,CA,93257,US/Pacific,88.0,10.0,10.0,0.0,Fair
A-2006426,2,32.250779,-110.84086299999998,AZ,85715,US/Mountain,67.0,10.0,10.0,0.0,Fair
A-1346634,2,30.296448,-97.927345,TX,78738,US/Central,82.0,10.0,3.0,0.0,Fair
A-1381877,2,44.499746,-117.370322,OR,97907,US/Mountain,57.0,10.0,5.0,0.0,Fair
A-638544,2,33.876642,-118.157854,CA,90805,US/Pacific,59.0,10.0,7.0,0.0,Fair
A-246054,2,38.006086,-121.337779,CA,95207-3428,US/Pacific,50.0,1.0,0.0,0.0,Fog
A-1295456,2,25.7815,-80.316643,FL,33126,US/Eastern,69.0,10.0,12.0,0.0,Mostly Cloudy
A-697386,2,29.061448,-82.174276,FL,34476,US/Eastern,87.0,10.0,7.0,0.0,Fair
A-2392241,2,33.971825,-118.3778,CA,90045,US/Pacific,62.0,10.0,17.0,0.0,Partly Cloudy
A-1211586,2,34.152846999999994,-118.329884,CA,91505,US/Pacific,70.0,10.0,0.0,0.0,Fair
A-1438151,2,25.724822,-80.261607,FL,33146-2226,US/Eastern,76.0,10.0,5.0,0.0,Thunder
A-938250,2,34.221364,-118.479727,CA,91343,US/Pacific,68.0,10.0,3.0,0.0,Fair
A-934273,2,34.052736,-118.227221,CA,90033,US/Pacific,52.0,4.0,3.0,0.01,Light Rain
A-2748038,4,38.316476,-80.833842,WV,26651,US/Eastern,72.0,10.0,12.0,0.0,Partly Cloudy
A-1506210,2,33.735033,-117.833572,CA,92780,US/Pacific,61.0,1.0,21.0,0.04,Heavy Rain / Windy
A-1878545,2,34.124565000000004,-118.07313899999998,CA,91775-1412,US/Pacific,64.0,8.0,0.0,0.0,Fair
A-1885013,2,35.984234,-78.651557,NC,27614-8124,US/Eastern,77.0,10.0,29.0,0.0,Cloudy / Windy
A-1218358,2,38.114959000000006,-77.517769,VA,22580,US/Eastern,55.0,10.0,5.0,0.0,Partly Cloudy
A-1552508,2,28.969919,-81.975158,FL,34491-6852,US/Eastern,64.0,10.0,6.0,0.0,Mostly Cloudy
A-1755337,2,41.007336,-73.64711700000002,CT,06830,US/Eastern,37.0,10.0,13.0,0.0,Fair
A-2331535,2,37.94145,-122.324122,CA,94805,US/Pacific,59.0,7.0,5.0,0.0,Fair
A-2827822,2,40.90642,-74.16356,NJ,07503,US/Eastern,94.0,10.0,9.0,0.0,Fair
A-619671,2,38.900238,-77.036551,DC,20005-1005,US/Eastern,71.0,10.0,13.0,0.0,Mostly Cloudy
A-1380942,2,34.183258,-79.743578,SC,29506-3413,US/Eastern,90.0,10.0,3.0,0.0,Fair
A-597152,2,30.432409000000003,-91.134982,LA,70808-1330,US/Central,73.0,4.0,9.0,0.01,Light Rain
A-500494,2,33.962889000000004,-80.371205,SC,29153,US/Eastern,57.0,10.0,6.0,0.0,Cloudy
A-712454,2,28.436768,-81.404486,FL,32809-7914,US/Eastern,70.0,10.0,5.0,0.0,Partly Cloudy
A-799847,2,34.262099,-119.100026,CA,93066-9603,US/Pacific,67.0,5.0,5.0,0.0,Fair
A-669636,2,39.337457,-108.193759,CO,81630,US/Mountain,53.0,10.0,7.0,0.0,Fair
A-1637250,2,27.447751,-82.573305,FL,34207-3432,US/Eastern,73.0,3.0,17.0,0.0,Cloudy
A-267931,2,40.768626,-74.02355899999998,NJ,07086,US/Eastern,86.0,10.0,3.0,0.0,Fair
A-528033,2,36.968545,-76.29881800000003,VA,23663-1628,US/Eastern,49.0,6.0,0.0,0.0,Cloudy
A-2804783,2,42.95231,-117.20138,OR,97910,US/Mountain,70.0,10.0,0.0,0.0,Fair
A-1811118,2,37.674103,-121.270319,CA,95304,US/Pacific,50.0,3.0,14.0,0.0,Light Rain
A-357712,2,27.479757,-80.432893,FL,34951,US/Eastern,80.0,10.0,7.0,0.0,Fair
A-2203795,4,33.50999,-112.1119,AZ,85015-2720,US/Mountain,72.0,10.0,10.0,0.0,Mostly Cloudy
A-1112805,2,38.677677,-77.25703399999998,VA,22192,US/Eastern,81.0,10.0,0.0,0.0,Fair
A-838950,2,38.186334,-78.400508,VA,22923-1510,US/Eastern,79.0,10.0,3.0,0.0,Fair
A-1627522,2,37.310773,-121.913956,CA,95126,US/Pacific,55.0,10.0,0.0,0.0,Cloudy
A-1652557,2,29.996119,-90.125988,LA,70005,US/Pacific,59.0,10.0,10.0,0.0,Mostly Cloudy
A-2094803,2,37.302116,-120.596913,CA,95301,US/Pacific,72.0,10.0,10.0,0.0,Fair
A-2003942,2,34.030054,-117.703045,CA,91710,US/Pacific,46.0,6.0,0.0,0.0,Haze
A-2368801,2,33.242814,-117.416149,CA,92055,US/Pacific,57.0,10.0,0.0,0.0,Fair
A-1584703,2,42.94252,-85.67740500000002,MI,49507,US/Eastern,23.0,7.0,9.0,0.0,Light Snow
A-1198512,2,37.609433,-120.993595,CA,95351-5349,US/Pacific,54.0,10.0,5.0,0.0,Fair
A-2269240,2,33.80443,-118.20754,CA,90810,US/Pacific,68.0,10.0,9.0,0.0,Fair
A-2234392,3,42.49931,-71.47324,MA,01460,US/Eastern,44.0,4.0,10.0,0.01,Light Rain
A-1317905,2,37.543983,-120.89938,CA,95382,US/Pacific,94.0,10.0,7.0,0.0,Fair
A-2181386,2,38.23546,-85.65493000000002,KY,40205,US/Eastern,72.0,10.0,0.0,0.0,Fair
A-2229730,3,42.03044000000001,-87.92092,IL,60018,US/Central,38.0,10.0,14.0,0.0,Light Rain
A-2602794,3,26.08784,-80.20647,FL,33314,US/Eastern,78.1,4.0,29.9,0.15,Light Rain
A-513295,2,38.619311,-89.555115,IL,62230,US/Central,49.0,10.0,15.0,0.0,Fair
A-1310241,2,25.781602,-80.340487,FL,33172,US/Eastern,88.0,10.0,3.0,0.0,Mostly Cloudy
A-1492722,2,38.412613,-75.058175,MD,21842,US/Eastern,69.0,7.0,0.0,0.06,Light Rain
A-1055529,2,30.69182,-88.029016,AL,36602,US/Central,84.0,10.0,10.0,0.0,Partly Cloudy
A-994199,2,38.617624,-121.36381000000002,CA,95821-4309,US/Pacific,50.0,3.0,0.0,0.0,Cloudy
A-825552,2,25.732962,-80.339038,FL,33165-5410,US/Eastern,77.0,1.0,20.0,0.0,Heavy T-Storm
A-1304323,2,36.151317,-86.769736,TN,37210,US/Central,67.0,5.0,8.0,0.02,Light Rain
A-217041,2,28.343902000000003,-81.534588,FL,34747,US/Eastern,73.4,3.0,10.4,0.46,Thunderstorms and Rain
A-2394946,2,45.56393,-94.9472,MN,56312,US/Central,10.0,10.0,8.0,0.0,Fair
A-2653831,2,42.37933,-83.20623,MI,48227,US/Eastern,45.0,6.0,10.4,0.05,Light Rain
A-1901383,2,39.877678,-75.009659,NJ,08003,US/Eastern,66.0,10.0,3.0,0.0,Cloudy
A-431439,2,41.297398,-72.722555,CT,06437,US/Eastern,72.0,0.75,22.0,0.0,Heavy Rain / Windy
A-1992291,2,34.587911,-114.636379,CA,92363,US/Pacific,69.0,10.0,9.0,0.0,Fair
A-1446552,2,25.760834,-80.336164,FL,33174-3233,US/Eastern,91.0,10.0,7.0,0.0,Mostly Cloudy
A-1477885,2,39.796932,-75.11190500000002,NJ,08080,US/Eastern,45.0,10.0,10.0,0.0,Fair
A-1113056,2,34.02724,-118.457943,CA,90404,US/Pacific,67.0,10.0,10.0,0.0,Fair
A-648396,2,40.751476,-111.831063,UT,84113-1104,US/Mountain,55.0,10.0,0.0,0.0,Mostly Cloudy
A-1656680,2,43.118947,-83.763536,MI,48458,US/Eastern,37.0,8.0,10.0,0.0,Wintry Mix
A-2090847,2,35.21567,-80.92296999999998,NC,28208,US/Eastern,89.0,10.0,8.0,0.0,Mostly Cloudy
A-538570,2,38.773498,-77.50007099999998,VA,20109-3539,US/Eastern,73.0,10.0,3.0,0.0,Fair
A-1979833,2,36.813071,-81.599117,VA,24354,US/Eastern,29.0,10.0,12.0,0.0,Cloudy
A-2278552,2,39.77636,-84.23454,OH,45406-4114,US/Eastern,64.0,10.0,9.0,0.0,Partly Cloudy
A-2373405,2,42.62662,-123.38318,OR,97497,US/Pacific,42.0,10.0,7.0,0.0,Partly Cloudy
A-1195976,2,44.839957,-93.245054,MN,55425,US/Central,28.0,1.0,7.0,0.01,Light Snow
A-1674869,2,33.498435,-86.789298,AL,35205,US/Central,41.0,10.0,0.0,0.0,Fair
A-1837066,2,45.311612,-121.661779,OR,97041,US/Pacific,56.0,5.0,18.0,0.17,Rain
A-325457,2,25.736698,-80.33734100000002,FL,33165-4318,US/Eastern,78.0,10.0,3.0,0.0,Mostly Cloudy
A-2102453,2,39.532329,-121.580267,CA,95965,US/Pacific,78.0,10.0,15.0,0.0,Fair
A-1412000,2,40.769866,-73.88050799999998,NY,11371,US/Eastern,45.0,10.0,16.0,0.0,Partly Cloudy
A-330682,2,28.372368,-81.426142,FL,32837,US/Eastern,68.0,10.0,9.0,0.0,Fair
A-1642793,2,28.143382,-82.49776700000002,FL,33548,US/Eastern,45.0,10.0,0.0,0.0,Fair
A-2467198,2,33.851004,-117.837956,CA,92806,US/Pacific,66.0,10.0,5.0,0.0,Mostly Cloudy
A-781214,2,38.929766,-121.122181,CA,95603-7920,US/Pacific,81.0,10.0,5.0,0.0,Fair
A-1419890,2,42.418652,-90.700861,IA,52003,US/Central,69.0,10.0,0.0,0.0,Fair
A-2843536,3,41.807409,-89.494173,IL,61021,US/Central,69.0,10.0,3.0,0.0,Fair
A-773378,2,26.332405,-81.806164,FL,34134-4232,US/Eastern,75.0,10.0,7.0,0.0,Cloudy
A-994884,2,32.840352,-117.127847,CA,92123,US/Pacific,64.0,8.0,8.0,0.0,Fair
A-1869355,2,40.532715,-77.970658,PA,16652-4665,US/Eastern,45.0,7.0,8.0,0.01,Light Rain
A-2443946,2,41.19845,-112.02581,UT,84067,US/Mountain,46.0,10.0,5.0,0.0,Fair
A-2224594,2,34.03038,-117.68486,CA,91710,US/Pacific,65.0,10.0,16.0,0.0,Partly Cloudy
A-1306673,2,25.626833,-80.37921700000003,FL,33157,US/Eastern,75.0,10.0,6.0,0.0,Mostly Cloudy
A-1408171,2,30.16658300000001,-97.781146,TX,78744,US/Central,69.0,6.0,15.0,0.0,Light Rain
A-336252,2,37.769637,-113.826839,UT,84714,US/Mountain,35.0,10.0,0.0,0.0,Fair
A-2794975,2,36.14115,-86.71784,TN,37210,US/Central,87.0,10.0,12.0,0.0,Fair
A-2245896,1,32.23611,-110.8756,AZ,85712-4924,US/Mountain,81.0,10.0,18.0,0.0,Fair
A-1719947,4,32.678137,-96.822728,TX,75232,US/Central,48.0,10.0,7.0,0.0,Fair
A-983683,2,32.720279,-96.833394,TX,75224,US/Central,58.0,10.0,0.0,0.0,Fair
A-2018292,2,42.240539,-87.944749,IL,60061,US/Central,52.0,10.0,6.0,0.0,Fair
A-771749,2,38.880214,-77.238095,VA,22031,US/Eastern,64.0,10.0,14.0,0.0,Fair
A-1274870,2,39.181246,-121.59236,CA,95901-3124,US/Pacific,48.0,9.0,0.0,0.0,Fair
A-1353967,2,27.294404,-82.530506,FL,34231-3619,US/Eastern,85.0,10.0,10.0,0.0,Fair
A-1564691,2,44.817148,-93.596853,MN,55318,US/Central,20.0,4.0,7.0,0.0,Cloudy
A-471941,2,35.83978,-78.57190899999998,NC,27616,US/Eastern,48.0,10.0,3.0,0.0,Fair
A-2837279,3,42.146662,-87.879998,IL,60062,US/Central,82.0,10.0,5.0,0.0,Partly Cloudy
A-1885130,2,35.648263,-78.833658,NC,27540-9097,US/Eastern,30.0,10.0,0.0,0.0,Fair
A-1818258,2,36.749836,-80.773962,VA,24343,US/Eastern,51.0,10.0,7.0,0.0,Partly Cloudy
A-2258723,3,41.39011,-88.19274,IL,60410,US/Central,29.0,1.0,3.0,0.0,Wintry Mix
A-1438706,2,42.940854,-74.342945,NY,12072,US/Eastern,81.0,15.0,7.0,0.0,Cloudy
A-1692239,2,25.942684,-80.203142,FL,33169,US/Eastern,82.0,10.0,8.0,0.0,Fair
A-2014632,2,25.901287,-80.32451,FL,33014,US/Eastern,77.0,10.0,7.0,0.0,Fair
A-1688111,2,43.066545,-118.198674,OR,97917,US/Pacific,30.0,10.0,8.0,0.0,Mostly Cloudy
A-1098925,2,47.461463,-122.217954,WA,98055,US/Pacific,51.0,10.0,0.0,0.0,Fair
A-1244782,2,37.387472,-121.9834,CA,95054,US/Pacific,84.0,10.0,16.0,0.0,Fair
A-1018655,2,34.523451,-118.096142,CA,93550,US/Pacific,60.0,10.0,12.0,0.0,Fair
A-2368305,2,44.46157,-117.33448,OR,97907,US/Mountain,35.0,10.0,0.0,0.0,Cloudy
A-930618,2,28.448391,-81.364034,FL,32809,US/Eastern,61.0,10.0,5.0,0.0,Fair
A-690182,2,34.160339,-118.468244,CA,91403,US/Pacific,71.0,10.0,9.0,0.0,Fair
A-740698,2,34.028223,-117.118225,CA,92399-1631,US/Pacific,82.0,10.0,12.0,0.0,Fair
A-1699308,2,26.546574,-81.840925,FL,33912-1597,US/Eastern,68.0,10.0,17.0,0.0,Mostly Cloudy
A-1219739,2,26.683312,-80.163706,FL,33411,US/Eastern,84.0,10.0,5.0,0.0,Fair
A-2058867,2,41.386259,-73.60001899999997,NY,10509,US/Eastern,45.0,10.0,0.0,0.0,Fair
A-2089761,3,37.75675,-121.15073,CA,95366,US/Pacific,101.0,10.0,14.0,0.0,Fair
A-1402489,2,45.545849,-122.390556,OR,97060,US/Pacific,51.0,10.0,0.0,0.0,Cloudy
A-717035,2,30.235514,-97.851922,TX,78735,US/Central,60.0,8.0,5.0,0.0,Cloudy
A-2253730,2,39.01339,-77.04446999999998,MD,20910,US/Eastern,59.0,10.0,0.0,0.0,Cloudy
A-1714579,2,30.24059500000001,-97.726818,TX,78741,US/Central,37.0,10.0,5.0,0.0,Fair
A-878578,2,30.244718,-85.935829,FL,32413-1501,US/Eastern,70.0,10.0,6.0,0.0,Fair
A-1559738,2,40.291198,-75.27186,PA,19440,US/Eastern,42.0,10.0,10.0,0.0,Cloudy
A-2198703,2,39.323035,-121.103584,CA,95959-9307,US/Pacific,52.0,10.0,8.0,0.0,Fair
A-1397186,2,33.916422,-118.292836,CA,90247-1602,US/Pacific,74.0,10.0,9.0,0.0,Fair
A-968117,2,35.065966,-118.178032,CA,93501,US/Pacific,95.0,10.0,22.0,0.0,Fair / Windy
A-469901,2,32.868611,-96.770343,TX,75225,US/Central,84.0,10.0,12.0,0.0,Fair
A-583962,2,37.361276,-121.877349,CA,95112,US/Pacific,67.0,10.0,17.0,0.0,Mostly Cloudy
A-529268,2,41.88279,-88.623501,IL,60151,US/Central,54.0,10.0,8.0,0.0,Mostly Cloudy
A-1700454,2,39.388379,-123.442013,CA,95490,US/Pacific,39.0,10.0,0.0,0.0,Fair
A-1863203,2,36.930896,-120.028493,CA,93637,US/Pacific,48.0,2.0,0.0,0.0,Fog
A-537550,2,34.109211,-117.199186,CA,92346,US/Pacific,84.0,6.0,10.0,0.0,Haze
A-873323,2,38.496224,-121.36405,CA,95829-1021,US/Pacific,39.0,0.25,3.0,0.0,Fog
A-2099888,2,35.44983,-97.47696,OK,73129-6058,US/Central,71.0,10.0,17.0,0.0,Fair
A-1607618,2,35.223247,-80.839917,NC,28202,US/Eastern,33.0,10.0,8.0,0.0,Fair
A-2106940,2,37.399891,-121.140166,CA,95363,US/Pacific,58.0,10.0,0.0,0.0,Fair
A-2455616,2,40.03499,-111.52398,UT,84660,US/Mountain,38.0,10.0,0.0,0.0,Fair
A-964073,2,44.154391,-122.343629,OR,97488,US/Pacific,65.0,10.0,17.0,0.0,Fair
A-1253320,2,33.556535,-81.721399,SC,29801-4866,US/Eastern,86.0,10.0,7.0,0.0,Cloudy
A-1644797,2,25.938061,-80.27735600000003,FL,33055,US/Eastern,77.0,10.0,10.0,0.0,Fair
A-1020746,2,29.404081,-98.550764,TX,78237,US/Central,76.0,8.0,3.0,0.0,Fair
A-725189,2,38.932007,-75.430329,DE,19963-1044,US/Eastern,41.0,10.0,9.0,0.0,Fair
A-2266497,2,27.359890000000004,-82.54911,FL,34234-5809,US/Eastern,73.0,10.0,8.0,0.01,T-Storm
A-2338732,2,40.80246,-73.82995,NY,11356,US/Eastern,41.0,10.0,5.0,0.0,Mostly Cloudy
A-2083886,2,43.14122,-76.20673000000002,NY,13088-2506,US/Eastern,62.0,10.0,10.0,0.0,Mostly Cloudy
A-681498,2,38.930836,-77.5189,VA,20166,US/Eastern,89.0,10.0,12.0,0.0,Mostly Cloudy
A-254806,2,44.979432,-93.346978,MN,55422,US/Central,86.0,8.0,9.0,0.0,Fair
A-316377,2,37.127012,-120.147083,CA,93610-9678,US/Pacific,41.0,10.0,10.0,0.0,Light Rain
A-2820089,2,37.874502,-122.306023,CA,94710,US/Pacific,70.0,10.0,16.0,0.0,Partly Cloudy
A-706357,2,32.759570000000004,-97.106203,TX,76011,US/Central,86.0,10.0,9.0,0.0,Fair
A-1178726,2,34.020219,-118.19001000000002,CA,90023,US/Pacific,41.0,8.0,0.0,0.0,Fair
A-2098864,3,43.09087,-77.4321,NY,14450-2655,US/Eastern,47.0,10.0,14.0,0.0,Mostly Cloudy
A-2002692,2,29.952265,-90.065556,LA,70130-2318,US/Pacific,57.0,10.0,17.0,0.0,Cloudy
A-551799,2,45.686033,-110.50361,MT,59047,US/Mountain,34.0,10.0,37.0,0.0,Fair / Windy
A-252487,2,30.350021,-81.668297,FL,32209,US/Eastern,82.0,10.0,9.0,0.0,Mostly Cloudy
A-2399869,2,47.25841,-122.32954,WA,98003,US/Pacific,54.0,4.0,10.0,0.12,Light Rain
A-920182,2,25.68654200000001,-80.381561,FL,33173,US/Eastern,79.0,10.0,5.0,0.0,Thunder in the Vicinity
A-2192701,3,38.87968,-77.22116,VA,22043,US/Eastern,74.0,10.0,9.0,0.0,Mostly Cloudy
A-1097552,2,41.42003,-73.29519300000003,CT,06470,US/Eastern,74.0,10.0,5.0,0.0,Fair
A-1354539,2,44.311319,-93.309057,MN,55021,US/Central,70.0,10.0,6.0,0.0,Fair
A-2794743,2,41.02553,-73.60949000000002,CT,06830,US/Eastern,71.0,10.0,0.0,0.0,Fair
A-2399490,2,45.1314,-93.44261,MN,55369,US/Central,26.0,7.0,7.0,0.0,Fair
A-1138229,2,34.218094,-118.473345,CA,91406,US/Pacific,53.0,7.0,0.0,0.0,Cloudy
A-842267,2,34.064914,-80.135177,SC,29080-8411,US/Eastern,70.0,10.0,7.0,0.0,Light Drizzle
A-1210359,2,40.822285,-73.931057,NY,10451,US/Eastern,76.0,10.0,5.0,0.0,Fair
A-1167338,2,25.762141,-80.333043,FL,33144,US/Eastern,85.0,10.0,8.0,0.0,Partly Cloudy
A-1930623,2,32.655954,-79.941069,SC,29412,US/Eastern,84.0,9.0,8.0,0.0,Partly Cloudy
A-1744037,4,37.36048,-77.974018,VA,23002-4926,US/Eastern,42.0,10.0,0.0,0.0,Partly Cloudy
A-801425,2,35.790857,-78.70448499999998,NC,27606-6310,US/Eastern,49.0,10.0,6.0,0.0,Mostly Cloudy
A-1200945,2,30.261672,-97.738362,TX,78701-4650,US/Central,90.0,10.0,3.0,0.0,Partly Cloudy
A-1450320,2,36.779452,-119.73637,CA,93726,US/Pacific,54.0,4.0,5.0,0.0,Partly Cloudy
A-2101427,2,38.79788,-77.51833,VA,20109,US/Eastern,55.0,10.0,20.0,0.0,Cloudy
A-1299176,2,45.757166,-93.636785,MN,56353,US/Central,45.0,10.0,7.0,0.0,Cloudy
A-767009,2,33.911415000000005,-84.426466,GA,30327,US/Eastern,43.0,10.0,3.0,0.0,Fair
A-277940,2,37.194422,-81.405265,VA,24630-7968,US/Eastern,67.0,10.0,6.0,0.02,Light Rain
A-2810469,3,26.10627,-80.2785,FL,33324,US/Eastern,81.0,10.0,0.0,0.0,Partly Cloudy
A-2182845,2,44.3807,-123.06108,OR,97348,US/Pacific,51.0,10.0,6.0,0.0,Fair
A-2083200,2,40.87141,-111.89721000000002,UT,84087,US/Mountain,89.0,10.0,15.0,0.0,Mostly Cloudy
A-1025415,2,36.103921,-86.715613,TN,37211,US/Central,75.0,10.0,7.0,0.0,Partly Cloudy
A-2567388,2,45.301462,-121.741118,OR,97028,US/Pacific,48.0,10.0,5.0,0.01,Cloudy
A-849764,2,40.150882,-76.239463,PA,17543-3022,US/Eastern,32.0,2.0,5.0,0.0,Fog
A-2844010,4,34.696746000000005,-85.56889699999998,AL,35989,US/Central,80.0,10.0,0.0,0.0,Fair
A-1183845,2,32.729962,-117.06389,CA,92114,US/Pacific,58.0,10.0,8.0,0.04,Mostly Cloudy
A-1816767,2,32.752073,-97.062926,TX,76011,US/Central,62.0,10.0,3.0,0.0,Fair
A-1979301,2,34.085587,-117.637041,CA,91764,US/Pacific,72.0,10.0,0.0,0.0,Fair
A-1339387,2,33.941752,-118.368271,CA,90304,US/Pacific,60.0,10.0,3.0,0.0,Fair
A-2835639,3,32.92887,-96.82132,TX,75240,US/Central,84.0,10.0,6.0,0.0,Fair
A-2266882,1,39.75562,-104.7911,CO,80011,US/Mountain,60.0,10.0,6.0,0.0,Partly Cloudy
A-157019,3,39.17953,-76.63416,MD,21061,US/Eastern,33.1,4.0,17.3,0.03,Light Snow
A-823131,2,38.343408,-81.65867800000002,WV,25314,US/Eastern,45.0,10.0,0.0,0.0,Mostly Cloudy
A-1496618,2,34.066489000000004,-117.220741,CA,92374,US/Pacific,45.0,3.0,5.0,0.0,Light Rain
A-1163475,2,45.833162,-93.660807,MN,56353-3060,US/Central,72.0,10.0,3.0,0.0,Fair
A-2285848,2,35.558304,-119.250486,CA,93308-9731,US/Pacific,61.0,10.0,8.0,0.0,Fair
A-2789310,2,37.71709,-121.70358,CA,94551,US/Pacific,66.0,10.0,17.0,0.0,Fair
A-1054219,2,33.975727,-118.12672,CA,90040,US/Pacific,65.0,10.0,0.0,0.0,Cloudy
A-336491,2,28.508071,-81.40114100000002,FL,32839,US/Eastern,70.0,10.0,7.0,0.0,Fair
A-1082620,2,44.059005,-93.250461,MN,55060,US/Central,66.0,2.0,29.0,0.17,Heavy Rain / Windy
A-643343,2,34.595474,-120.154022,CA,93463-2969,US/Pacific,61.0,10.0,5.0,0.0,Partly Cloudy
A-1134150,2,33.876463,-118.203399,CA,90805-2056,US/Pacific,68.0,10.0,5.0,0.0,Fair
A-884622,2,27.93765800000001,-82.28768000000002,FL,33511,US/Eastern,64.0,10.0,0.0,0.0,Fair
A-336390,2,35.76671,-81.01446,NC,28677,US/Eastern,73.0,10.0,8.0,0.05,Partly Cloudy
A-908503,2,32.785025,-96.737447,TX,75223,US/Central,69.0,10.0,9.0,0.0,Partly Cloudy
A-1528748,2,38.575147,-120.84529,CA,95623-4930,US/Pacific,39.0,10.0,7.0,0.0,Fair
A-2254061,3,39.62839,-77.80583,MD,21740,US/Eastern,65.0,10.0,10.0,0.0,Cloudy
A-2216703,2,33.63898,-117.73035,CA,92618,US/Pacific,58.0,10.0,3.0,0.0,Cloudy
A-1088288,2,48.940219,-111.930772,MT,59484,US/Mountain,29.0,10.0,15.0,0.0,Fair
A-401456,2,37.753325,-121.351875,CA,95304,US/Pacific,45.0,10.0,3.0,0.0,Fair
A-2349762,2,34.069825,-118.261327,CA,90026-5033,US/Pacific,63.0,10.0,5.0,0.0,Cloudy
A-1310938,2,42.912619,-85.606548,MI,49512-1615,US/Eastern,74.0,10.0,8.0,0.0,Mostly Cloudy
A-1914007,2,34.26879,-118.955816,CA,93021,US/Pacific,45.0,10.0,3.0,0.0,Fair
A-779205,2,29.696932,-95.270488,TX,77017,US/Central,96.0,10.0,3.0,0.0,Mostly Cloudy
A-292355,2,33.774579,-118.079885,CA,90740,US/Pacific,50.0,10.0,0.0,0.0,Fair
A-826097,2,42.370383,-87.87736,IL,60085-2320,US/Central,73.0,10.0,7.0,0.0,Fair
A-1047420,2,40.888441,-76.792162,PA,17857-1625,US/Eastern,76.0,10.0,14.0,0.0,Fair
A-1834290,2,41.687004,-92.88174,IA,50135,US/Central,63.0,10.0,24.0,0.0,Fair / Windy
A-1246926,2,37.111366,-93.489314,MO,65738,US/Central,64.0,10.0,9.0,0.0,Light Rain
A-2313311,2,44.77844,-93.21707,MN,55122,US/Central,32.0,7.0,8.0,0.0,Light Snow
A-1922951,2,44.790605,-95.889691,MN,56223-4030,US/Central,21.0,7.0,6.0,0.0,Fair
A-1273889,2,38.018766,-78.43765400000002,VA,22911,US/Eastern,78.0,10.0,10.0,0.0,Partly Cloudy
A-1514639,2,28.092556,-82.73944499999998,FL,34684-1930,US/Eastern,63.0,3.0,0.0,0.0,Fair
A-2070693,2,35.32266,-80.90163000000003,NC,28216-9603,US/Eastern,74.0,10.0,7.0,0.0,Cloudy
A-1241338,2,34.021591,-118.151721,CA,90022-3344,US/Pacific,70.0,9.0,3.0,0.0,Fair
A-2459463,2,43.45565,-119.02013,OR,97720-9584,US/Pacific,51.0,10.0,5.0,0.0,Fair
A-1145867,2,34.020056,-118.187946,CA,90023,US/Pacific,52.0,10.0,0.0,0.0,Fair
A-803437,2,26.889327,-80.131777,FL,33418,US/Eastern,86.0,10.0,13.0,0.0,Mostly Cloudy
A-273373,2,37.874507,-122.306036,CA,94710,US/Pacific,68.0,10.0,18.0,0.0,Fair
A-492627,2,40.782981,-74.095378,NJ,07071,US/Eastern,62.0,10.0,8.0,0.0,Partly Cloudy
A-1956233,2,42.58492800000001,-85.662835,MI,49328,US/Eastern,38.0,8.0,12.0,0.0,Cloudy
A-1554586,2,43.689926,-116.694623,ID,83607-7856,US/Mountain,37.0,10.0,7.0,0.0,Fair
A-1044363,2,25.763566,-80.35279,FL,33174-1909,US/Eastern,78.0,10.0,8.0,0.0,Thunder
A-1924762,2,35.48085,-82.554863,NC,28704,US/Eastern,43.0,10.0,3.0,0.0,Fair
A-1866307,2,30.455990000000003,-83.76408,FL,32344,US/Eastern,64.0,10.0,9.0,0.0,Cloudy
A-1110314,4,32.273057,-81.720825,GA,30415,US/Eastern,74.0,10.0,0.0,0.0,Fair
A-2475163,3,42.29775,-88.00418,IL,60048,US/Central,60.0,10.0,3.0,0.0,Fair
A-442145,2,32.961969,-96.781589,TX,75248-4262,US/Central,99.0,10.0,8.0,0.0,Partly Cloudy
A-673208,2,38.904107,-77.018215,DC,20001,US/Eastern,57.0,10.0,6.0,0.0,Cloudy
A-2076337,3,34.13565,-117.96679,CA,91010,US/Pacific,72.0,10.0,0.0,0.0,Fair
A-1167767,2,37.783449,-121.240922,CA,95337,US/Pacific,75.0,10.0,7.0,0.0,Fair
A-1079947,2,25.808788,-80.337282,FL,33178-2416,US/Eastern,81.0,10.0,0.0,0.0,Mostly Cloudy
A-1716035,2,40.062535,-76.55020400000002,PA,17547-1639,US/Eastern,29.0,3.0,9.0,0.0,Haze
A-2699218,4,36.866601,-76.435621,VA,23435,US/Eastern,28.0,10.0,17.3,0.0,Clear
A-2649359,2,28.86831,-82.09192,FL,34785,US/Eastern,80.0,10.0,5.0,0.0,Fair
A-1796650,2,39.432324,-77.489672,MD,21702,US/Eastern,37.0,10.0,0.0,0.0,Fair
A-468283,2,43.626462,-116.619712,ID,83687,US/Mountain,57.0,10.0,15.0,0.0,Partly Cloudy
A-282905,2,37.744831,-122.40416100000002,CA,94124-1322,US/Pacific,66.0,10.0,17.0,0.0,Fair
A-1599693,2,38.679713,-122.590535,CA,95461,US/Pacific,51.0,5.0,5.0,0.0,Cloudy
